Concurso;Local;Data do Sorteio;Coluna 1;Coluna 2;Coluna 3;Coluna 4;Coluna 5;Coluna 6;Ganhadores Faixa 1;Ganhadores Faixa 2;Ganhadores Faixa 3;Rateio Faixa 1;Rateio Faixa 2;Rateio Faixa 3;Cidade;;Valor Arrecadado;Estimativa para o próximo concurso;Valor Acumulado Próximo Concurso;Acumulado;Sorteio Especial;Observação
1840;PRESIDENTE KENNEDY, ES;23/07/2016;15;17;33;41;47;48;0;59;4879;0;38676,34;668,14;;;39578910;22500000;36850358,45;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1841;ANÃPOLIS, GO;27/07/2016;3;6;13;38;49;51;0;81;6170;0;31142,44;584,05;;;43752614,5;27000000;37514184,01;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1842;ANÃPOLIS, GO;30/07/2016;16;18;22;24;34;43;1;100;6722;27801637,78;29087,4;618,17;ALEGRETE;RS;50451173,5;2500000;38279641,78;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1843;BOM JESUS DA LAPA, BA;03/08/2016;8;26;28;33;41;54;1;51;3046;2685394,05;28584,03;683,7;LAGARTO;SE;25284829,5;2500000;38663269,52;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1844;BOM JESUS DA LAPA, BA;06/08/2016;3;4;37;39;48;50;0;21;2121;0;73375,18;1037,83;;;26726059,5;19000000;39068763,96;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1845;PETROLINA, PE;09/08/2016;3;9;13;29;30;51;0;75;4312;0;19728,1;490,19;;;25663326,5;21000000;39458134,34;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1846;PETROLINA, PE;11/08/2016;6;24;26;30;34;49;0;49;3189;0;42962,92;943,05;;;36513736;27000000;40012129,85;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1847;PETROLINA, PE;13/08/2016;1;6;45;49;50;57;0;44;3678;0;56494,85;965,49;;;43114960;32000000;40666280,75;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1848;FORTALEZA, CE;17/08/2016;9;40;41;50;55;58;0;46;3330;0;61215,95;1208,03;;;48841485;38000000;41407315,92;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1849;FORTALEZA, CE;20/08/2016;3;5;11;27;35;44;0;194;11341;0;16355,46;399,68;;;55033954,5;58000000;42242304,77;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1850;IPU, CE;24/08/2016;23;24;32;38;40;41;1;81;5935;58632725,66;48339,16;942,46;RIO DE JANEIRO;RJ;67912631,5;2500000;43272692,12;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1851;IPU, CE;27/08/2016;8;18;21;22;35;37;0;40;3146;0;37468,65;680,56;;;25995277;5100000;43667098,94;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1852;UBERLÃ‚NDIA, MG;31/08/2016;13;17;29;45;49;50;0;83;4187;0;19320,44;547,13;;;27813873,5;10000000;44089097,96;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1853;UBERLÃ‚NDIA, MG;03/09/2016;1;2;34;39;41;45;1;28;2780;9543014,95;74219,7;1067,9;BRASÃLIA;DF;36044890;3000000;44635980,02;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1854;LAGARTO, SE;08/09/2016;25;30;31;34;43;59;0;18;1548;0;70893,89;1177,63;;;22133380,5;17000000;44971793,18;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1855;RIO DE JANEIRO, RJ;10/09/2016;6;10;15;24;38;39;0;55;4074;0;33818,44;652,22;;;32261362;22000000;45461270,6;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1856;RIO DE JANEIRO, RJ;14/09/2016;2;9;14;22;32;37;0;122;7199;0;20190,03;488,79;;;42723149;28000000;46109476,86;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1857;RIO DE JANEIRO, RJ;17/09/2016;13;23;25;35;52;53;0;198;5600;0;14706,29;742,81;;;50505038,5;32000000;46875751,88;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1858;SÃƒO PAULO, SP;20/09/2016;22;28;30;33;55;59;0;53;3799;0;38788,97;773,06;;;35657471,5;36000000;47416755,92;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1859;SÃƒO GONÃ‡ALO DO RIO ABAIXO, MG;22/09/2016;1;13;14;21;26;51;0;88;6049;0;32842,3;682,55;;;50128274;57000000;48177314,58;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1860;SÃƒO GONÃ‡ALO DO RIO ABAIXO, MG;24/09/2016;10;30;36;40;44;60;1;109;11392;57628178,83;33491,77;457,79;JUIZ DE FORA;MG;63318563;2500000;49137999,58;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1861;ALPINÃ“POLIS, MG;28/09/2016;2;4;9;35;45;60;0;41;3181;0;33009,81;607,8;;;23474332;5500000;49494157,99;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1862;ALPINÃ“POLIS, MG;01/10/2016;2;8;35;42;49;56;2;99;4549;2915182,12;18299,52;568,93;BELO HORIZONTE;MG;31422552;3000000;49970908,78;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1863;SANTA BÃRBARA, MG;05/10/2016;16;23;45;56;58;59;0;31;2542;0;45038,97;784,65;;;24216790,5;5500000;50338331,96;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1864;SANTA BÃRBARA, MG;08/10/2016;4;5;14;37;40;60;0;43;3530;0;44370,39;772,12;;;33092391,5;22000000;50840417,97;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1865;PIRIPIRI, PI;13/10/2016;1;5;31;32;37;42;0;38;3936;0;65074,31;897,51;;;42890351;27000000;51491161,05;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1866;PIRIPIRI, PI;15/10/2016;14;17;36;38;44;60;0;129;6185;0;20175,94;601,15;;;45142954,5;33000000;52176081,21;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1867;SÃƒO PAULO, SP;18/10/2016;3;10;17;21;22;43;0;96;6158;0;21908,52;487,91;;;36479653;35000000;52729559,6;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1868;SANTOS DUMONT, MG;20/10/2016;1;5;23;25;28;31;0;181;7846;0;14723,32;485,21;;;46222218;42000000;53430854,59;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1869;SANTOS DUMONT, MG;22/10/2016;11;23;24;26;40;52;0;66;4827;0;49705,43;970,89;;;56900256;64000000;54294159,45;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1870;TERESINA, PI;26/10/2016;18;20;30;32;33;40;0;98;7040;0;48674,1;967,95;;;82735219;75000000;55549438,8;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1871;TERESINA, PI;29/10/2016;3;11;17;33;52;58;1;275;15560;76548193,31;20893,81;527,52;VARGINHA;MG;99659087,5;2500000;57061491,27;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1872;URUÃ‡UÃ, PI;03/11/2016;11;13;25;39;46;56;0;25;2790;0;55160,14;706,09;;;23918384;5000000;57424386,96;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1873;URUÃ‡UÃ, PI;05/11/2016;5;25;28;41;53;54;0;27;3152;0;61995,05;758,64;;;29032685,5;9000000;57864878,1;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1874;SÃƒO PAULO, SP;08/11/2016;10;28;37;43;44;47;0;16;1933;0;85109,69;1006,39;;;23619214,5;29000000;58223234,72;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1875;POÃ‡OS DE CALDAS, MG;10/11/2016;1;45;47;52;53;55;1;45;2828;29697112,87;51595,3;1172,85;APARECIDA DE GOIÃ‚NIA;GO;40270688,5;2500000;58834231,63;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1876;POÃ‡OS DE CALDAS, MG;12/11/2016;7;18;39;41;44;51;0;23;2308;0;62070,94;883,65;;;24761821;5800000;59209924,16;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1877;VARGINHA, MG;16/11/2016;13;16;23;24;32;35;0;90;4306;0;15617;466,3;;;24378487;8400000;59579800,64;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1878;VARGINHA, MG;19/11/2016;12;16;26;40;56;57;0;36;2981;0;58126,73;1002,8;;;36294835,5;13400000;60130474,92;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1879;BAIXO GUANDU, ES;23/11/2016;5;10;20;57;58;59;1;103;4610;12957556,93;20469,69;653,35;Montes Claros;MG;36569155;15000000;60685311,25;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1880;BAIXO GUANDU, ES;26/11/2016;5;16;19;37;51;56;0;65;5045;0;33082,62;608,91;;;37297494,5;20000000;61251198,12;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1881;SÃƒO GABRIEL DA PALHA, ES;30/11/2016;3;10;30;44;53;56;1;44;4024;18918141,78;50878,02;794,74;SALVADOR;BA;38828384;3000000;61840312,04;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1882;SÃƒO GABRIEL DA PALHA, ES;03/12/2016;9;10;19;35;37;41;0;25;3054;0;64051,3;749,03;;;27773742,5;6000000;62261702,19;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1883;VILHENA, RO;07/12/2016;16;27;28;47;59;60;0;30;2896;0;56930,77;842,5;;;29623391;9600000;62711155,64;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1884;VILHENA, RO;10/12/2016;1;4;23;32;38;59;0;47;3839;0;43216,38;755,84;;;35230006;25000000;63245674,06;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1885;CANTO DO BURITI, PI;14/12/2016;7;14;18;23;32;59;0;88;6170;0;27665,59;563,68;;;42226884;33000000;63886350,87;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1886;CANTO DO BURITI, PI;17/12/2016;3;7;15;40;45;54;0;72;6962;0;39561,62;584,48;;;49405237;36000000;64635939,43;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1887;SÃƒO PAULO, SP;20/12/2016;11;23;34;41;46;56;0;54;3496;0;40268,09;888,55;;;37715622;40000000;65208170,24;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1888;JI-PARANÃ, RO;22/12/2016;1;10;17;18;45;48;2;113;7195;20091578,77;25665,88;575,84;CAMPINAS;SP;50303820;3000000;65971392,33;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1889;JI-PARANÃ, RO;24/12/2016;16;23;25;28;30;44;0;49;3138;0;28397,25;633,46;;;24134523;225000000;82505122,23;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1890;SÃƒO PAULO, SP;31/12/2016;5;11;22;24;51;53;6;1665;124889;36824758,22;25481,21;485,3;SALVADOR;BA;735869326,5;2500000;0;NAO;SIM;
;;;;;;;;;;;;;;;FORTALEZA;CE;;;;;;
;;;;;;;;;;;;;;;TRIZIDELA DO VALE;MA;;;;;;
;;;;;;;;;;;;;;;BELO HORIZONTE;MG;;;;;;
;;;;;;;;;;;;;;;CAMPO GRANDE;MS;;;;;;
;;;;;;;;;;;;;;;FAZENDA VILANOVA;RS;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1891;SÃƒO PAULO, SP;04/01/2017;1;3;19;23;47;58;0;46;3488;0;26153,43;492,73;;;20866660,5;4500000;316594,18;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1892;SÃƒO PAULO, SP;07/01/2017;6;17;22;30;37;50;0;31;2623;0;52421,85;885,07;;;28186455,5;8000000;744246,11;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1893;BELÃ‰M, PA;11/01/2017;16;17;19;28;45;58;0;44;3162;0;37826,41;751,94;;;28867835,5;11000000;1182236,1;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1894;BELÃ‰M, PA;14/01/2017;21;31;35;53;54;57;0;37;2761;0;56148,15;1074,91;;;36033266,5;25000000;1728941,8;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1895;TEÃ“FILO OTONI, MG;18/01/2017;2;3;5;10;15;34;0;175;10199;0;13303,72;326,1;;;40381043,5;28000000;2341613,05;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1896;TEÃ“FILO OTONI, MG;21/01/2017;3;6;14;15;21;25;1;133;7692;28783383,17;19529,58;482,4;ITANHAÃ‰M;SP;45051695,5;2500000;3025148,59;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1897;SANTARÃ‰M, PA;25/01/2017;9;22;25;47;52;58;0;46;2873;0;28168,68;644,3;;;22474543;5000000;3366137,96;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1898;SANTARÃ‰M, PA;28/01/2017;12;34;45;53;55;58;0;32;2722;0;51269,12;861,03;;;28455896;9000000;3797877,91;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1899;MACEIÃ“, AL;01/02/2017;20;23;35;36;44;48;0;39;3023;0;45462,41;837,87;;;30752715;24000000;4264465,77;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1900;MACEIÃ“, AL;04/02/2017;8;11;27;28;43;46;0;87;5573;0;29411,18;655,91;;;44381116,5;30000000;4937827,12;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1901;ITABIRA, MG;08/02/2017;11;12;26;30;37;53;0;60;4645;0;46078,62;850,28;;;47953150;35000000;5665384,27;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1902;ITABIRA, MG;11/02/2017;2;7;9;18;21;25;3;367;13764;11813566,31;8583,27;326,94;IPATINGA;MG;54636827;3000000;6494347,82;NAO;SIM;
;;;;;;;;;;;;;;;ITU;SP;;;;;;
;;;;;;;;;;;;;;;SANTA CRUZ DA CONCEIÃ‡ÃƒO;SP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1903;LAGOA DA PRATA, MG;15/02/2017;9;10;15;28;43;45;0;41;3205;0;33533,69;612,82;;;23846886;5000000;6856158,71;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1904;LAGOA DA PRATA, MG;18/02/2017;12;15;18;21;51;56;0;82;4003;0;20742,5;607;;;29501318;22000000;7303760,06;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1905;SÃƒO PAULO, SP;21/02/2017;29;35;43;54;56;57;0;22;2351;0;70438,67;941,63;;;26878204,5;25000000;7711562,87;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1906;SÃƒO PAULO, SP;23/02/2017;6;27;33;39;40;60;0;54;3833;0;38424,36;773,32;;;35988757;30000000;8257593,26;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1907;SÃƒO PAULO, SP;25/02/2017;3;25;35;38;44;48;0;55;4353;0;42855,91;773,54;;;40882726,5;35000000;8877876,17;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1908;SÃƒO PAULO, SP;01/03/2017;4;10;13;23;27;57;0;95;5839;0;17555,12;408,02;;;28926369,5;38000000;9316754,26;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1909;SÃƒO PAULO, SP;04/03/2017;11;40;43;45;47;57;0;27;4423;0;122896,6;1071,73;;;57553279;58000000;10189966,95;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1910;SERRA NEGRA, SP;08/03/2017;6;9;15;22;39;48;1;219;10816;59741202,88;19333,81;559,23;CONCEIÃ‡ÃƒO DO PARÃ;MG;73439205;3000000;11304204,85;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1911;SERRA NEGRA, SP;11/03/2017;16;18;23;30;32;33;0;42;2817;0;36634,43;780,28;;;26687335,5;6000000;11709111,76;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1912;BARRA BONITA, SP;15/03/2017;10;13;33;35;36;42;1;43;4556;5848882,96;38057,25;513,12;CAMPINA GRANDE;PB;28383915;3000000;12139759,59;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1913;BARRA BONITA, SP;18/03/2017;4;14;17;43;52;56;0;43;2960;0;35274,91;732,05;;;26308782,5;6000000;12538922,98;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1914;TEODORO SAMPAIO, SP;22/03/2017;16;29;33;39;42;44;1;27;2403;5805678,69;60549,38;971,9;VITORIA DE SANTO ANTÃƒO;PE;28355670;16000000;12969142,27;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1915;TEODORO SAMPAIO, SP;25/03/2017;2;20;21;33;48;57;0;39;3429;0;53170,03;863,9;;;35966479,5;20000000;13514834,66;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1916;SUZANO, SP;29/03/2017;3;9;18;23;50;52;0;100;5478;0;23094,5;602,26;;;40056670,5;25000000;14122584,45;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1917;SUZANO, SP;01/04/2017;4;21;25;33;36;46;0;70;5412;0;38222,98;706,26;;;46407588,5;30000000;14826691,93;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1918;CANTAGALO, RJ;05/04/2017;16;17;20;22;38;50;0;67;5269;0;44701,88;812,03;;;51947780,5;36000000;15614856,6;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1919;CANTAGALO, RJ;08/04/2017;11;28;37;45;54;60;0;67;5858;0;50218,8;820,52;;;58358968,5;59000000;16500293,42;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1920;CANELA, RS;12/04/2017;25;31;33;39;43;45;0;90;6586;0;45091,85;880,27;;;70389350,5;65000000;17568258,17;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1921;CANELA, RS;15/04/2017;10;15;16;19;28;35;0;127;9277;0;30856,7;603,45;;;67970381,5;75000000;18599521,71;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1922;SÃƒO FIDÃ‰LIS, RJ;19/04/2017;20;22;36;38;41;43;0;124;8817;0;43174,39;867,41;;;92856928,5;88000000;20008370,14;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1923;SÃƒO FIDÃ‰LIS, RJ;22/04/2017;9;34;42;45;46;59;0;110;9351;0;50376,11;846,56;;;96113356,5;97000000;21466625,91;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1924;FRANCO DA ROCHA, SP;26/04/2017;12;16;30;52;53;58;1;188;11382;101484527,44;41109,03;970,01;JACIARA;MT;134048376;35000000;23500441,23;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1925;FRANCO DA ROCHA, SP;29/04/2017;1;17;38;43;45;47;0;50;5258;0;53604,54;728,2;;;46487696,5;40000000;24205764,14;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1926;ANASTÃCIO, MS;03/05/2017;2;3;14;20;30;46;1;95;6741;41318205,91;31887,41;641,97;SÃƒO PAULO;SP;52542315;3000000;25002949,22;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1927;ANASTÃCIO, MS;06/05/2017;5;11;13;19;30;31;1;140;7385;3343108,9;12963,07;351,06;PORTO ALEGRE;RS;31477666,5;2500000;25480536,22;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1928;LUCAS DO RIO VERDE, MT;09/05/2017;10;26;28;51;53;59;0;28;1630;0;31886,89;782,5;;;15485907,5;3500000;25715492,26;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1929;LUCAS DO RIO VERDE, MT;11/05/2017;3;10;23;36;43;52;0;45;3225;0;29973,67;597,48;;;23394773,5;18000000;26070443,6;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1930;LUCAS DO RIO VERDE, MT;13/05/2017;4;17;18;37;52;56;0;50;4712;0;41471,66;628,66;;;35965646,5;24000000;26616123,36;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1931;PONTES E LACERDA, MT;17/05/2017;2;8;9;15;22;34;0;131;8918;0;19252,27;404;;;43744127;30000000;27279820,15;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1932;PONTES E LACERDA, MT;20/05/2017;10;16;21;29;44;55;0;72;5449;0;38379,16;724,45;;;47928555,5;34000000;28007004,13;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1933;SANTO ANTONIO DE JESUS, BA;24/05/2017;2;14;15;19;35;59;0;86;6417;0;32514,14;622,5;;;48499493;40000000;28742850,52;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1934;SANTO ANTONIO DE JESUS, BA;27/05/2017;8;23;35;39;56;59;0;105;6699;0;30987,58;693,85;;;56434322;65000000;29599086,1;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1935;PARAÃBA DO SUL, RJ;31/05/2017;1;3;10;17;23;24;3;497;18964;20928347,7;7778,22;291,21;CONTAGEM;MG;67050592;3000000;30616394,37;NAO;SIM;
;;;;;;;;;;;;;;;BOA ESPERANÃ‡A;PR;;;;;;
;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1936;PARAÃBA DO SUL, RJ;03/06/2017;3;12;24;40;51;52;0;43;2686;0;38440,62;879,13;;;28669844;6500000;31051380,39;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1937;ITATIBA, SP;07/06/2017;6;10;24;29;43;55;1;71;4055;6310224,41;24966,25;624,48;FORTALEZA;CE;30745253;3000000;31517855,04;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1938;ITATIBA, SP;10/06/2017;10;16;32;40;42;54;0;24;2220;0;65892,57;1017,64;;;27429262;6500000;31934018,64;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1939;CONCEIÃ‡ÃƒO DO MATO DENTRO, MG;14/06/2017;7;24;29;39;45;52;0;59;3620;0;28676,64;667,68;;;29345851,5;21000000;32379261,21;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1940;CONCEIÃ‡ÃƒO DO MATO DENTRO, MG;17/06/2017;9;13;16;17;36;47;0;95;6468;0;22002,44;461,66;;;36254417,5;26700000;32929322,27;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1941;CAMPINA GRANDE , PB;21/06/2017;1;9;24;38;48;49;1;63;4313;26572503,56;38426,22;801,84;PERUÃBE;SP;41988908,5;3000000;33566388,45;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1942;SÃƒO PAULO, SP;24/06/2017;6;18;20;24;43;48;0;56;4126;0;24941,71;483,6;;;24225943;6000000;33933950,5;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1943;CACHOEIRA, BA;28/06/2017;9;11;12;30;39;43;0;23;2870;0;66077,13;756,48;;;26360005;8000000;34333891,06;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1944;CACHOEIRA, BA;01/07/2017;8;9;39;47;57;59;0;41;2879;0;46673,04;949,53;;;33190703;23000000;34837468,68;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1945;UBÃ, MG;04/07/2017;4;8;10;21;45;54;0;50;4258;0;30735,95;515,59;;;26655265;26000000;35241888,99;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1946;UBÃ, MG;06/07/2017;4;6;39;44;52;60;0;40;3729;0;56855,82;871,25;;;39445854;32000000;35840371,31;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1947;UBÃ, MG;08/07/2017;8;33;40;52;55;59;0;63;4250;0;41438,63;877,52;;;45280627;36000000;36527380,26;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1948;IPAMERI, GO;12/07/2017;12;20;24;28;33;57;0;100;7199;0;31746,05;629,96;;;55062525;45000000;37362802,61;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1949;IPAMERI, GO;15/07/2017;1;6;14;22;30;56;0;130;8455;0;29304,32;643,67;;;66075649,5;68000000;38365318,81;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1950;ATIBAIA, SP;19/07/2017;10;21;32;34;48;57;0;88;7215;0;52163,05;908,88;;;79618157,5;78000000;39573305,31;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1951;ATIBAIA, SP;22/07/2017;14;16;19;21;33;55;0;209;13551;0;26220,25;577,71;;;95049423;90000000;41015418,83;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1952;RIO BRANCO, AC;26/07/2017;9;21;36;38;52;53;0;180;13017;0;39521,6;780,72;;;123388139;105000000;42887494,39;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1953;RIO BRANCO, AC;29/07/2017;9;26;29;42;43;45;1;237;16988;107956102,12;37495,41;747,28;RIO DE JANEIRO;RJ;154132051,5;3000000;45226024,24;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1954;ITABELA, BA;02/08/2017;9;25;33;35;40;49;0;32;2483;0;48479,76;892,55;;;26907720;40000000;45634274,87;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1955;ITABELA, BA;05/08/2017;15;27;33;36;41;45;0;147;7391;0;22299,78;633,6;;;56857055,5;46000000;46496924,27;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1956;FEIJÃ“, AC;08/08/2017;5;8;20;28;40;45;0;74;5000;0;32189,04;680,56;;;41314840;50000000;47123763,31;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1957;FEIJÃ“, AC;10/08/2017;2;14;22;23;29;47;1;98;8329;51557331,87;34841,2;585,63;CURITIBA;PR;59222338;2500000;48022299,37;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1958;FEIJÃ“, AC;12/08/2017;15;20;22;24;34;55;0;32;2670;0;52452,5;898,06;;;29112706;7000000;48464004,61;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1959;PRESIDENTE VENCESLAU, SP;16/08/2017;8;21;27;35;43;56;0;94;4639;0;19568,67;566,45;;;31904771,5;26000000;48948071,75;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1960;PRESIDENTE VENCESLAU, SP;19/08/2017;1;18;25;37;39;43;0;116;6655;0;24043,13;598,69;;;48374375;32000000;49682019,83;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1961;ARARAQUARA, SP;23/08/2017;17;25;26;30;32;50;0;55;4505;0;52327,94;912,64;;;49918645;37000000;50439397,94;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1962;ARARAQUARA, SP;26/08/2017;5;6;15;25;39;53;0;86;6431;0;37850,84;723,09;;;56459938,5;44000000;51296022,19;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1963;BOM JESUS DA LAPA, BA;30/08/2017;4;5;7;34;42;60;0;80;6686;0;41892,88;716,08;;;58129505;50000000;52177977,51;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1964;BOM JESUS DA LAPA, BA;02/09/2017;2;27;32;36;48;50;0;119;7880;0;32635,32;704,06;;;67359876,5;77000000;53199978,32;SIM;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1965;SALTO, SP;06/09/2017;26;28;35;38;48;55;1;98;6377;78022245,31;47025,82;1032,4;JARDIM;MS;79933521,5;2500000;54412749,61;NAO;SIM;
;;;;;;;;;;;;;;;;;;;;;;
1966;SALTO, SP;09/09/2017;10;13;19;32;40;60;0;29;2758;0;47097,01;707,45;;;23689603;5500000;54772174,17;SIM;SIM;
